scenario,loss_count_total,loss_frequency_total,loss_count_hardware_preferred,loss_count_deterministic_seeded
70,19,0.31666666666666665,8,11
80,19,0.31666666666666665,9,10
83,19,0.31666666666666665,10,9
95,19,0.31666666666666665,9,10
113,19,0.31666666666666665,10,9
116,19,0.31666666666666665,6,13
118,19,0.31666666666666665,9,10
121,19,0.31666666666666665,10,9
125,19,0.31666666666666665,11,8
141,19,0.31666666666666665,13,6
147,19,0.31666666666666665,6,13
159,19,0.31666666666666665,9,10
161,19,0.31666666666666665,9,10
174,19,0.31666666666666665,9,10
179,19,0.31666666666666665,8,11
203,19,0.31666666666666665,8,11
210,19,0.31666666666666665,11,8
217,19,0.31666666666666665,10,9
222,19,0.31666666666666665,6,13
263,19,0.31666666666666665,11,8
271,19,0.31666666666666665,9,10
275,19,0.31666666666666665,12,7
295,19,0.31666666666666665,7,12
300,19,0.31666666666666665,9,10
307,19,0.31666666666666665,8,11
309,19,0.31666666666666665,9,10
322,19,0.31666666666666665,11,8
323,19,0.31666666666666665,10,9
330,19,0.31666666666666665,11,8
8,18,0.3,7,11
22,18,0.3,11,7
31,18,0.3,10,8
43,18,0.3,11,7
45,18,0.3,7,11
47,18,0.3,7,11
48,18,0.3,6,12
66,18,0.3,9,9
78,18,0.3,9,9
84,18,0.3,10,8
96,18,0.3,9,9
110,18,0.3,10,8
120,18,0.3,7,11
127,18,0.3,10,8
129,18,0.3,11,7
142,18,0.3,7,11
154,18,0.3,8,10
157,18,0.3,11,7
183,18,0.3,11,7
212,18,0.3,10,8
214,18,0.3,6,12
224,18,0.3,10,8
235,18,0.3,11,7
246,18,0.3,8,10
255,18,0.3,9,9
266,18,0.3,9,9
272,18,0.3,9,9
282,18,0.3,8,10
297,18,0.3,10,8
320,18,0.3,7,11
327,18,0.3,7,11
336,18,0.3,5,13
348,18,0.3,9,9
358,18,0.3,10,8
34,17,0.2833333333333333,10,7
59,17,0.2833333333333333,4,13
68,17,0.2833333333333333,6,11
77,17,0.2833333333333333,5,12
105,17,0.2833333333333333,12,5
107,17,0.2833333333333333,9,8
108,17,0.2833333333333333,10,7
122,17,0.2833333333333333,7,10
152,17,0.2833333333333333,7,10
165,17,0.2833333333333333,9,8
172,17,0.2833333333333333,8,9
199,17,0.2833333333333333,8,9
273,17,0.2833333333333333,11,6
292,17,0.2833333333333333,6,11
296,17,0.2833333333333333,9,8
301,17,0.2833333333333333,9,8
315,17,0.2833333333333333,8,9
319,17,0.2833333333333333,8,9
351,17,0.2833333333333333,9,8
353,17,0.2833333333333333,6,11
25,16,0.26666666666666666,8,8
49,16,0.26666666666666666,7,9
53,16,0.26666666666666666,7,9
62,16,0.26666666666666666,10,6
90,16,0.26666666666666666,7,9
93,16,0.26666666666666666,10,6
126,16,0.26666666666666666,6,10
168,16,0.26666666666666666,9,7
193,16,0.26666666666666666,6,10
196,16,0.26666666666666666,8,8
251,16,0.26666666666666666,11,5
285,16,0.26666666666666666,8,8
289,16,0.26666666666666666,8,8
303,16,0.26666666666666666,7,9
347,16,0.26666666666666666,9,7
18,15,0.25,7,8
38,15,0.25,7,8
57,15,0.25,9,6
64,15,0.25,8,7
97,15,0.25,10,5
136,15,0.25,6,9
150,15,0.25,8,7
153,15,0.25,9,6
156,15,0.25,9,6
182,15,0.25,8,7
185,15,0.25,8,7
195,15,0.25,5,10
213,15,0.25,8,7
256,15,0.25,5,10
274,15,0.25,7,8
287,15,0.25,5,10
302,15,0.25,9,6
344,15,0.25,8,7
20,14,0.23333333333333334,2,12
111,14,0.23333333333333334,7,7
248,14,0.23333333333333334,8,6
305,14,0.23333333333333334,8,6
352,14,0.23333333333333334,9,5
155,13,0.21666666666666667,8,5
215,13,0.21666666666666667,7,6
240,13,0.21666666666666667,8,5
257,13,0.21666666666666667,7,6
345,13,0.21666666666666667,6,7
67,12,0.2,4,8
72,12,0.2,6,6
75,12,0.2,6,6
171,12,0.2,5,7
249,12,0.2,7,5
332,12,0.2,5,7
333,12,0.2,8,4
143,11,0.18333333333333332,7,4
