scenario,loss_count_total,loss_frequency_total,loss_count_hardware_preferred,loss_count_deterministic_seeded,loss_count_baseline_neutralized
252,26,0.28888888888888886,6,12,8
272,26,0.28888888888888886,10,9,7
296,26,0.28888888888888886,13,8,5
298,26,0.28888888888888886,13,9,4
308,26,0.28888888888888886,13,8,5
316,26,0.28888888888888886,10,9,7
328,26,0.28888888888888886,12,9,5
353,26,0.28888888888888886,10,11,5
359,26,0.28888888888888886,7,10,9
10,25,0.2777777777777778,11,10,4
11,25,0.2777777777777778,11,8,6
26,25,0.2777777777777778,6,12,7
37,25,0.2777777777777778,8,10,7
49,25,0.2777777777777778,10,9,6
53,25,0.2777777777777778,10,9,6
63,25,0.2777777777777778,10,10,5
65,25,0.2777777777777778,7,10,8
84,25,0.2777777777777778,10,8,7
121,25,0.2777777777777778,10,9,6
127,25,0.2777777777777778,9,8,8
154,25,0.2777777777777778,9,10,6
193,25,0.2777777777777778,8,10,7
199,25,0.2777777777777778,12,9,4
207,25,0.2777777777777778,10,10,5
231,25,0.2777777777777778,7,10,8
232,25,0.2777777777777778,7,11,7
233,25,0.2777777777777778,8,12,5
244,25,0.2777777777777778,7,12,6
266,25,0.2777777777777778,7,9,9
289,25,0.2777777777777778,13,8,4
306,25,0.2777777777777778,11,10,4
322,25,0.2777777777777778,10,8,7
326,25,0.2777777777777778,10,9,6
345,25,0.2777777777777778,13,7,5
346,25,0.2777777777777778,9,9,7
351,25,0.2777777777777778,11,8,6
358,25,0.2777777777777778,12,8,5
24,24,0.26666666666666666,7,10,7
25,24,0.26666666666666666,9,8,7
62,24,0.26666666666666666,13,6,5
83,24,0.26666666666666666,11,9,4
95,24,0.26666666666666666,8,10,6
110,24,0.26666666666666666,11,8,5
111,24,0.26666666666666666,11,7,6
125,24,0.26666666666666666,10,8,6
134,24,0.26666666666666666,8,10,6
152,24,0.26666666666666666,8,10,6
172,24,0.26666666666666666,9,9,6
182,24,0.26666666666666666,11,7,6
191,24,0.26666666666666666,11,9,4
204,24,0.26666666666666666,8,11,5
230,24,0.26666666666666666,8,10,6
261,24,0.26666666666666666,8,10,6
262,24,0.26666666666666666,10,9,5
275,24,0.26666666666666666,13,7,4
305,24,0.26666666666666666,12,6,6
309,24,0.26666666666666666,7,10,7
19,23,0.25555555555555554,10,8,5
27,23,0.25555555555555554,11,10,2
31,23,0.25555555555555554,10,8,5
34,23,0.25555555555555554,11,7,5
43,23,0.25555555555555554,13,7,3
101,23,0.25555555555555554,9,9,5
118,23,0.25555555555555554,9,10,4
123,23,0.25555555555555554,9,8,6
129,23,0.25555555555555554,12,7,4
136,23,0.25555555555555554,7,9,7
150,23,0.25555555555555554,11,7,5
162,23,0.25555555555555554,11,8,4
165,23,0.25555555555555554,10,8,5
183,23,0.25555555555555554,9,7,7
185,23,0.25555555555555554,12,7,4
196,23,0.25555555555555554,10,8,5
217,23,0.25555555555555554,9,9,5
223,23,0.25555555555555554,7,10,6
238,23,0.25555555555555554,10,9,4
243,23,0.25555555555555554,9,11,3
254,23,0.25555555555555554,13,7,3
263,23,0.25555555555555554,10,8,5
264,23,0.25555555555555554,8,9,6
273,23,0.25555555555555554,12,6,5
280,23,0.25555555555555554,7,10,6
292,23,0.25555555555555554,6,11,6
344,23,0.25555555555555554,10,7,6
57,22,0.24444444444444444,14,6,2
71,22,0.24444444444444444,7,9,6
72,22,0.24444444444444444,12,6,4
96,22,0.24444444444444444,8,9,5
108,22,0.24444444444444444,10,7,5
157,22,0.24444444444444444,10,7,5
184,22,0.24444444444444444,5,10,7
219,22,0.24444444444444444,6,11,5
274,22,0.24444444444444444,8,8,6
297,22,0.24444444444444444,10,8,4
315,22,0.24444444444444444,7,9,6
330,22,0.24444444444444444,10,8,4
12,21,0.23333333333333334,9,8,4
15,21,0.23333333333333334,5,9,7
64,21,0.23333333333333334,10,7,4
90,21,0.23333333333333334,8,9,4
201,21,0.23333333333333334,5,10,6
209,21,0.23333333333333334,11,8,2
285,21,0.23333333333333334,10,8,3
286,21,0.23333333333333334,6,11,4
79,20,0.2222222222222222,8,6,6
141,20,0.2222222222222222,10,6,4
235,20,0.2222222222222222,10,7,3
251,20,0.2222222222222222,10,5,5
283,20,0.2222222222222222,6,9,5
348,20,0.2222222222222222,7,9,4
60,19,0.2111111111111111,7,6,6
156,19,0.2111111111111111,7,6,6
212,19,0.2111111111111111,5,8,6
224,19,0.2111111111111111,6,8,5
255,19,0.2111111111111111,5,9,5
301,19,0.2111111111111111,7,8,4
339,19,0.2111111111111111,8,7,4
342,19,0.2111111111111111,11,6,2
357,19,0.2111111111111111,8,7,4
67,18,0.2,5,8,5
75,18,0.2,7,6,5
143,18,0.2,12,4,2
168,18,0.2,6,7,5
171,18,0.2,7,7,4
249,18,0.2,10,5,3
302,18,0.2,7,6,5
352,18,0.2,11,5,2
109,17,0.18888888888888888,7,6,4
153,17,0.18888888888888888,7,6,4
213,17,0.18888888888888888,6,7,4
215,17,0.18888888888888888,9,6,2
347,17,0.18888888888888888,7,7,3
93,16,0.17777777777777778,4,6,6
105,16,0.17777777777777778,9,5,2
198,16,0.17777777777777778,3,7,6
240,16,0.17777777777777778,9,5,2
248,16,0.17777777777777778,7,6,3
97,15,0.16666666666666666,8,5,2
155,15,0.16666666666666666,6,5,4
257,15,0.16666666666666666,4,6,5
332,15,0.16666666666666666,5,7,3
333,14,0.15555555555555556,8,4,2
